112126_8883 ERROR: DTIFIT fail
93406_10310 ERROR: no b=0 image ERROR: dwi to standard not run ERROR: inverse transformation matrix does not exist ERROR: EDDY motion parameters do not exist ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected
93406_10310 ERROR: no b=0 image ERROR: dwi to standard not run ERROR: inverse transformation matrix does not exist ERROR: EDDY motion parameters do not exist ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected ERROR: DTIFIT fail- non-dico corrected
84332_10256 ERROR: no b=0 image ERROR: dwi to standard not run ERROR: inverse transformation matrix does not exist ERROR: EDDY motion parameters do not exist ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected
84332_10256 ERROR: no b=0 image ERROR: dwi to standard not run ERROR: inverse transformation matrix does not exist ERROR: EDDY motion parameters do not exist ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected ERROR: DTIFIT fail- non-dico corrected
19650_10317 ERROR: no b=0 image ERROR: dwi to standard not run ERROR: inverse transformation matrix does not exist ERROR: EDDY motion parameters do not exist ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected
19650_10317 ERROR: no b=0 image ERROR: dwi to standard not run ERROR: inverse transformation matrix does not exist ERROR: EDDY motion parameters do not exist ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected ERROR: DTIFIT fail- non-dico corrected
ERROR: no b=0 image ERROR: dwi to standard not run ERROR: inverse transformation matrix does not exist ERROR: EDDY motion parameters do not exist ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected
ERROR: no b=0 image ERROR: dwi to standard not run ERROR: inverse transformation matrix does not exist ERROR: EDDY motion parameters do not exist ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected ERROR: DTIFIT fail- non-dico corrected
19526_10253 ERROR: DTIFIT fail- dico corrected
80289_10243 ERROR: DTIFIT fail- dico corrected
16128_10030 ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected
16128_10030 80289_10243 19526_10253 84332_10256 ERROR: no b=0 image ERROR: dwi to standard not run ERROR: inverse transformation matrix does not exist ERROR: merged DTI image does not exist ERROR: EDDY motion parameters do not exist ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected
16128_10030 80289_10243 19526_10253 84332_10256 ERROR: no b=0 image ERROR: dwi to standard not run ERROR: inverse transformation matrix does not exist ERROR: merged DTI image does not exist ERROR: EDDY motion parameters do not exist ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected ERROR: DTIFIT fail- non-dico corrected
80289_10243 ERROR: DTIFIT fail- dico corrected
16128_10030 ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected
16128_10030 ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected
80289_10243 ERROR: DTIFIT fail- dico corrected
81659_10500 ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected
112694_10343 ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected
81659_10500 ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected
112694_10343 ERROR: Distortion Correction could not be run. Check B0_map_new folder ERROR: DTIFIT fail- dico corrected
